I,Q
-0.00658930880326332,-0.168957278124212
0.159030207786731,-0.195277562076817
0.203246306714886,-0.0661517384201848
0.152280777136042,0.166296922341342
0.0845525348345315,0.375036364090961
0.0515567227521361,0.461362498690787
0.0155064306036566,0.403154872984529
-0.0645875437524577,0.256083957007118
-0.184192737316892,0.117265073040824
-0.289868024404413,0.0618163375624766
-0.291481476171951,0.10537967700393
-0.17632252037539,0.198319719432357
-0.0171075697833602,0.250578499261841
0.0668414592900443,0.218592629811621
0.00959452670818188,0.114025833298259
-0.163488761516675,0.0202482683324128
-0.356118290521165,0.00666320794992486
-0.437443915072147,0.104566789764889
-0.355810371223975,0.27351175192703
-0.156973354390751,0.406098502643503
0.0546358414908343,0.419819037765211
0.157084204797861,0.277428376331966
0.0978296818247434,0.0264927175443055
-0.0739603755513321,-0.205216941627897
-0.226893925671021,-0.298575767257569
-0.263042738767595,-0.216486512567357
-0.135382588830595,-0.0275026669249529
0.10663595912294,0.137464074150717
0.330894147438287,0.162306375170091
0.443860767507615,0.0227361955849368
0.402452815907182,-0.194735632751808
0.248804919741964,-0.376341923555199
0.0874961712419775,-0.415471320945432
0.0119346548238237,-0.308613661008272
0.0456448213873385,-0.12083683701083
0.144829316401895,0.0370232936429142
0.23116773322143,0.0753398172910511
0.242905324216529,-0.0232534862373314
0.187161012396952,-0.173551314185409
0.11710495878543,-0.290163607494114
0.103963287377998,-0.293821603444034
0.1824561124317,-0.177529538646117
0.30443838115443,-0.00997633671644239
0.397304541307377,0.131687651742935
0.401393602678251,0.180214526353129
0.293452111084962,0.154583963270384
0.106278782725939,0.0891958414924844
-0.0881119963394116,0.0469503673546321
-0.206608706078159,0.0544387759749914
-0.21547656318671,0.112178364754429
-0.134988464547382,0.198504479108838
-0.0172800016879431,0.285409443680578
0.0765591515238484,0.345550749665162
0.122068487205699,0.351745928280299
0.123004540813921,0.295348836728603
0.101918749944089,0.187665987087276
0.0865108537854719,0.0251625396528701
0.067346433980368,-0.141540826307992
0.0427504522024122,-0.271775127041838
0.0038920030252823,-0.311212443729261
-0.0546604734149761,-0.255147889901951
-0.104973236758645,-0.119974692671978
-0.121304870563414,0.0520863327408378
-0.0781849192534576,0.171445196941146
0.0126982756839038,0.227682174237447
0.122006900646872,0.219479419571559
0.226007135911082,0.19811034132868
0.283906855817095,0.192728056701056
0.296962288496142,0.201608223023206
0.26521045606763,0.200684492125527
0.220846538600735,0.147206398308663
0.18691467965859,0.0276135156449452
0.178231568729575,-0.122117751053982
0.176088510347571,-0.242154030284787
0.156000346147844,-0.285557262219319
0.0961792754225201,-0.240515933096162
0.00163808991292802,-0.135370266120052
-0.117523714992785,-0.0351758250990842
-0.216757477229862,-0.0027096223727212
-0.259495606721731,-0.0459896818222682
-0.247031340222087,-0.11668618908113
-0.20431784265436,-0.160803773809663
-0.171863953148501,-0.13694677674985
-0.19692796847904,-0.0589342877138574
-0.27595040689568,0.0137698082491418
-0.377487355267099,0.0201620532236804
-0.429019446095093,-0.0502019129365589
-0.381071441947649,-0.161998469369846
-0.209983414655031,-0.232350119568014
0.0470858463116481,-0.216190915980711
0.293255028697938,-0.105576739145536
0.441397494111768,0.055436409393568
